Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
11100.872,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
11107.121,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
11115.620,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
11119.372,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
11128.537,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,driving,,,START
11130.038,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,driving,,,STOP
11130.287,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
11134.289,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
11204.033,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,intoshell,,,START
11207.033,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,intoshell,,,STOP
11217.868,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,unknown,,,START
11221.618,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,unknown,,,STOP
11236.206,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
11240.960,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
11241.618,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,frontal,,,START
11242.533,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,frontal,,,STOP
11242.703,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,START
11243.333,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,STOP
11243.451,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,frontal,,,START
11244.202,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,lateral display,,,START
11244.202,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,frontal,,,STOP
11245.204,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lateral display,,,START
11246.033,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,lateral display,,,STOP
11246.300,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,bite,,,START
11246.702,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lateral display,,,STOP
11247.233,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,bite,,,STOP
11247.933,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,frontal,,,START
11248.167,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,lateral display,,,START
11248.460,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,frontal,,,STOP
11249.457,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lateral display,,,START
11255.037,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,lateral display,,,STOP
11255.433,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lateral display,,,STOP
11256.100,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,frontal,,,START
11256.787,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,lateral display,,,START
11256.789,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,frontal,,,STOP
11256.789,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lateral display,,,START
11258.535,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lateral display,,,STOP
11259.288,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,lateral display,,,STOP
11262.288,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,"mild
",START
11262.370,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,STOP
11262.621,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,frontal,,mild,START
11263.873,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,frontal,,,STOP
11290.622,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,START
11292.622,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,STOP
11295.121,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
11301.121,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
11339.870,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,START
11341.360,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,STOP
11345.118,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
11349.367,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
11360.121,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
11364.122,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
11373.617,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
11377.372,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
11924.167,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,?,START
11924.933,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,?,STOP
11933.306,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lunging/shooting out,,frontal?,START
11934.556,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lunging/shooting out,,,STOP
11934.784,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,lateral display,,,START
11936.285,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,lateral display,,,STOP
11946.702,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,head-down,,,START
11947.701,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,head-down,,,STOP
11955.035,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,head-down,,,START
11955.556,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,START
11956.285,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,head-down,,,STOP
11956.556,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,STOP
11967.306,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
11971.555,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
12112.036,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
12114.733,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,head-down,,,START
12115.536,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
12115.600,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,head-down,,,STOP
12124.952,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,head-down,,?,START
12125.951,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,START
12126.451,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,STOP
12126.452,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,head-down,,?,STOP
12143.451,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
12146.950,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
12231.202,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,START
12231.705,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,STOP
12238.372,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lunging/shooting out,,?,START
12238.869,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lunging/shooting out,,?,STOP
12270.202,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,head-down,,,START
12270.952,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,head-down,,,STOP
12311.123,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,?,START
12312.623,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,?,STOP
12328.357,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lunging/shooting out,,,START
12328.785,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,head-down,,,START
12329.539,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lunging/shooting out,,,STOP
12331.035,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,head-down,,,STOP
12335.541,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
12339.043,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
12375.785,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
12379.538,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
12395.038,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
12398.209,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
12428.535,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,frontal,,headdown to frontal,START
12428.785,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,unknown,,,START
12430.284,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,frontal,,,STOP
12432.035,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lateral display,,,START
12432.535,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,unknown,,,STOP
12434.035,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,lateral display,,,START
12434.535,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lateral display,,,STOP
12434.785,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,lateral display,,,STOP
12450.458,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
12453.958,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
12495.448,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,unknown,,,START
12496.201,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,unknown,,,START
12496.958,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,unknown,,,STOP
12498.709,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,unknown,,,STOP
12505.125,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lunging/shooting out,,,START
12506.285,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,lateral display,,,START
12506.375,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lunging/shooting out,,,STOP
12507.707,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lateral display,,,START
12508.208,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lateral display,,,STOP
12510.035,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,lateral display,,,STOP
12521.458,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
12524.875,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
12537.625,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
12541.125,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
12575.957,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,unknown,,,START
12576.625,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,START
12578.624,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,STOP
12579.289,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,unknown,,,STOP
12588.761,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
12593.510,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
12626.959,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,head-down,,,START
12628.039,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,head-down,,,STOP
12696.955,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,head-down,,,START
12699.455,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,head-down,,,STOP
12699.564,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,START
12700.647,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,STOP
12701.043,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,lateral display,,,START
12701.147,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,frontal,,frontal+headdown ,START
12701.897,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,frontal,,frontal+headdown ,STOP
12702.896,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lateral display,,,START
12704.646,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lateral display,,,STOP
12704.784,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,lateral display,,,STOP
12723.397,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
12727.396,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
12730.872,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,intoshell,,,START
12738.872,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,intoshell,,,STOP
12739.147,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
12744.147,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
12818.564,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,?,START
12819.564,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,?,STOP
12824.814,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
12828.564,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
12844.814,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,frontal,,,START
12845.564,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,frontal,,,STOP
12920.952,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,unknown,,,START
12923.564,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,START
12924.563,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,STOP
12926.314,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,frontal,,frontal+headdown,START
12926.452,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,unknown,,,STOP
12927.314,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,frontal,,frontal+headdown,STOP
12927.647,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lateral display,,headdown+disp,START
12927.785,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,lateral display,,,START
12929.147,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,lateral display,,headdown+disp,STOP
12929.785,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,lateral display,,,STOP
12980.897,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
12986.397,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
12996.114,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,intoshell,,,START
13004.114,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,intoshell,,,STOP
13014.868,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,unknown,,,START
13016.118,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,unknown,,,STOP
13016.481,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,START
13017.648,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,STOP
13021.731,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
13024.481,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
13038.368,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,frontal,,,START
13039.400,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,frontal,,,STOP
13039.480,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,START
13040.231,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,STOP
13043.369,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,lateral display,,,START
13043.481,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,START
13044.064,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,STOP
13047.452,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,lateral display,,,STOP
13103.823,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,START
13104.408,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,STOP
13127.702,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,head-down,,,START
13128.074,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
13128.952,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,head-down,,,STOP
13132.324,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
13141.784,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,intoshell,,,START
13143.324,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,START
13147.326,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,sand spitting,,,STOP
13149.784,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,intoshell,,,STOP
13150.952,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,head-down,,,START
13152.201,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,head-down,,,STOP
13174.952,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Left,lateral display,,,START
13175.490,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,START
13177.741,D:/multi-terridef-record/no-pred/huy_multiterridefid162015cmnopred_190720_cropped.mp4,15158.500,30.0,Right,head-down,,,STOP
